3.635626366881561822e+00 3.575767644178128979e+00 3.401163942828878017e+00 3.125910610165093750e+00 2.770987711299575107e+00 2.361181065454650785e+00 1.921881871866125691e+00 1.476384589493478172e+00 1.044050724297359123e+00 6.394261312782690831e-01 2.721819821609778867e-01 -5.236170842107245454e-02 -3.323886524293389044e-01 -5.686315013473338675e-01 -7.634629787266611345e-01 -9.201228939865248035e-01 -1.042123762101445861e+00 -1.132845062389370216e+00 -1.195307148441286493e+00 -1.232104106137752231e+00 -1.245469046663926882e+00 -1.237439184884417953e+00 -1.210084282230744934e+00 -1.165757140117448021e+00 -1.107322019891975096e+00 -1.038315567773933301e+00 -9.629996893388935719e-01 -8.862754205162783894e-01 -8.134461370251845347e-01 -7.498433147030626467e-01 -7.003573960538325149e-01 -6.689414736873354750e-01 -6.581712734507328966e-01 -6.689414736670138417e-01 -7.003573961027698136e-01 -7.498433147222978157e-01 -8.134461370141188308e-01 -8.862754205582518141e-01 -9.629996893262163793e-01 -1.038315567709189757e+00 -1.107322019857903683e+00 -1.165757139998916836e+00 -1.210084282037441117e+00 -1.237439184702807005e+00 -1.245469046369608757e+00 -1.232104105749480150e+00 -1.195307148051518276e+00 -1.132845061859200309e+00 -1.042123761460284515e+00 -9.201228933359708595e-01 -7.634629779064427968e-01 -5.686315004034397935e-01 -3.323886514819196503e-01 -5.236170728190498586e-02 2.721819834124816206e-01 6.394261324807958280e-01 1.044050725679197100e+00 1.476384590908814687e+00 1.921881873072246671e+00 2.361181066782804816e+00 2.770987712483951260e+00 3.125910610784925048e+00 3.401163943807147039e+00 3.575767644253410538e+00
3.575677201738107769e+00 3.516608003574878794e+00 3.344296590987202666e+00 3.072627247561536379e+00 2.722271583935545802e+00 2.317663589356204312e+00 1.883850614871474205e+00 1.443830592822520353e+00 1.016738632206030557e+00 6.169703362849233708e-01 2.541164918067061462e-01 -6.652620170081632867e-02 -3.431227148346432387e-01 -5.763592697829457157e-01 -7.685458455098282959e-01 -9.228520141936634724e-01 -1.042718694228832677e+00 -1.131456560942344813e+00 -1.192022712664907447e+00 -1.226955938286271586e+00 -1.238443732708916833e+00 -1.228489544089107710e+00 -1.199143370565879829e+00 -1.152754590240442134e+00 -1.092202320914215763e+00 -1.021057899353479126e+00 -9.436374364367204892e-01 -8.649136755928098497e-01 -7.902743444993045596e-01 -7.251405602902335490e-01 -6.744880576370612113e-01 -6.423407947573366306e-01 -6.313213346188090158e-01 -6.423407924586894691e-01 -6.744880598953889583e-01 -7.251405605915148822e-01 -7.902743415252898584e-01 -8.649136789713125495e-01 -9.436374352590128911e-01 -1.021057897906918255e+00 -1.092202322500082534e+00 -1.152754591016507124e+00 -1.199143366364789021e+00 -1.228489548712773605e+00 -1.238443729833097917e+00 -1.226955937425329379e+00 -1.192022713402586254e+00 -1.131456562090040974e+00 -1.042718687901628805e+00 -9.228520207766914840e-01 -7.685458399092316428e-01 -5.763592695371712038e-01 -3.431227145670605605e-01 -6.652620351518570563e-02 2.541165022094707959e-01 6.169703248989258926e-01 1.016738643312241841e+00 1.443830591188808521e+00 1.883850615879387513e+00 2.317663584151076872e+00 2.722271607557205986e+00 3.072627209743132859e+00 3.344296634324695372e+00 3.516607975700372535e+00
3.400865163684961612e+00 3.344083068386120683e+00 3.178416334799059939e+00 2.917139049901892101e+00 2.580035261899730425e+00 2.190523305876238336e+00 1.772656260360468528e+00 1.348573206948012748e+00 9.367513509167382235e-01 5.511475491274341332e-01 2.011164414219948349e-01 -1.081158869711129761e-01 -3.746624957133461997e-01 -5.990759000359391351e-01 -7.834842916014718162e-01 -9.308527104690795806e-01 -1.044412632225545590e+00 -1.127272791454729362e+00 -1.182204337033581076e+00 -1.211582650534515970e+00 -1.217460471251075926e+00 -1.201741302613906326e+00 -1.166416825206411323e+00 -1.113826911811516052e+00 -1.046896476863518055e+00 -9.693021475756954386e-01 -8.855249728179790392e-01 -8.007557536048506286e-01 -7.206390766735991660e-01 -6.508691786263886003e-01 -5.966822355250288590e-01 -5.623183157611845173e-01 -5.505432582104106132e-01 -5.623183192854072088e-01 -5.966822321063235401e-01 -6.508691782021928107e-01 -7.206390812224562348e-01 -8.007557484498041278e-01 -8.855249745484000679e-01 -9.693021496684548488e-01 -1.046896474221147733e+00 -1.113826910325319552e+00 -1.166416831155666189e+00 -1.201741294995778864e+00 -1.217460474875379672e+00 -1.211582650952475193e+00 -1.182204334776751020e+00 -1.127272788420993654e+00 -1.044412640313864493e+00 -9.308526986970915296e-01 -7.834842980990952555e-01 -5.990758981869060973e-01 -3.746624935564767944e-01 -1.081158814881549163e-01 2.011164286122114619e-01 5.511475696199795715e-01 9.367513373633147289e-01 1.348573212722299797e+00 1.772656262216254719e+00 2.190523316760157879e+00 2.580035228755626520e+00 2.917139109609272918e+00 3.178416270399518684e+00 3.344083111612444981e+00
3.125476783210443976e+00 3.072253882472887554e+00 2.916930672254326229e+00 2.671844902725888815e+00 2.355413048195555081e+00 1.989486660448019917e+00 1.596578930076524072e+00 1.197493135595335989e+00 8.096772855349577691e-01 4.463965647861405928e-01 1.166275724897582883e-01 -1.745224662706916230e-01 -4.250924030236252760e-01 -6.354298950743876295e-01 -8.073799326744716121e-01 -9.435857397315705608e-01 -1.046946945739593238e+00 -1.120249970689761065e+00 -1.165967465582649076e+00 -1.186211168736252208e+00 -1.182815364541406566e+00 -1.157521214828755474e+00 -1.112226262519069975e+00 -1.049257029630994209e+00 -9.716177396479833694e-01 -8.831650341433369134e-01 -7.886614761152548336e-01 -6.936707317286139318e-01 -6.042775531689356106e-01 -5.266451782058234610e-01 -4.664578400489058918e-01 -4.283281270036845001e-01 -4.152689376900195461e-01 -4.283281238007559666e-01 -4.664578431541802073e-01 -5.266451785776428141e-01 -6.042775490094055568e-01 -6.936707363530243420e-01 -7.886614744508934072e-01 -8.831650320887127759e-01 -9.716177418421296785e-01 -1.049257030684529912e+00 -1.112226256740834529e+00 -1.157521221261989863e+00 -1.182815360663197257e+00 -1.186211167628835828e+00 -1.165967466792875218e+00 -1.120249972435948482e+00 -1.046946937250863074e+00 -9.435857490948956761e-01 -8.073799252936740833e-01 -6.354298950641406041e-01 -4.250924031513612089e-01 -1.745224691994340938e-01 1.166275862924163603e-01 4.463965485153684187e-01 8.096773002299231248e-01 1.197493132820056871e+00 1.596578930721028744e+00 1.989486652844083991e+00 2.355413080196473885e+00 2.671844850137884197e+00 2.916930731822608980e+00 3.072253843810806462e+00
2.770817524683662825e+00 2.722096788746189322e+00 2.579866079464689488e+00 2.355299159034597967e+00 2.065110374960080097e+00 1.729192558667239199e+00 1.368125526810040959e+00 1.001024564147315665e+00 6.440267682698935792e-01 3.095061693383527324e-01 5.943107346361649855e-03 -2.617221184264345024e-01 -4.914459307994377690e-01 -6.833222570709758248e-01 -8.388367176804401026e-01 -9.602184327894697224e-01 -1.049935047563091972e+00 -1.110349539119164453e+00 -1.143538700469362679e+00 -1.151261901576100977e+00 -1.135059497843744492e+00 -1.096453407299219140e+00 -1.037214665643595879e+00 -9.596554987205266896e-01 -8.668962160298349096e-01 -7.630533165361430559e-01 -6.532958288895510668e-01 -5.437272812109557041e-01 -4.410718906202803491e-01 -3.521766569871585539e-01 -2.833808809756482305e-01 -2.398430498193876992e-01 -2.249387595295808118e-01 -2.398430516720945482e-01 -2.833808791288075501e-01 -3.521766567163528983e-01 -4.410718929649015685e-01 -5.437272784038227336e-01 -6.532958297095013966e-01 -7.630533175447506977e-01 -8.668962145007852449e-01 -9.596554978045808149e-01 -1.037214668636519566e+00 -1.096453403101214086e+00 -1.135059499566954511e+00 -1.151261901602204540e+00 -1.143538699029564842e+00 -1.110349537273256804e+00 -1.049935051555091592e+00 -9.602184262601362041e-01 -8.388367207704738870e-01 -6.833222557473755954e-01 -4.914459292359623643e-01 -2.617221151263710577e-01 5.943101034808801787e-03 3.095061806339560739e-01 6.440267615972248283e-01 1.001024567638427065e+00 1.368125528307760685e+00 1.729192564784727937e+00 2.065110357849831768e+00 2.355299190889926564e+00 2.579866045615345271e+00 2.722096811723528464e+00
2.362141186280615646e+00 2.318490754055883674e+00 2.191016115460785230e+00 1.989610363135458471e+00 1.729108799927493445e+00 1.427233268300907687e+00 1.102407172075628550e+00 7.718490155626446247e-01 4.502081383594664366e-01 1.488335759480627629e-01 -1.243782348462466603e-01 -3.646971867774664866e-01 -5.700026581372910073e-01 -7.401094871103467421e-01 -8.760958093536301838e-01 -9.797126136351397285e-01 -1.052921746279599002e+00 -1.097583907018901517e+00 -1.115301033505474049e+00 -1.107405155487164006e+00 -1.075076899143340814e+00 -1.019568102986534219e+00 -9.424945252864767031e-01 -8.461551433772815933e-01 -7.338256234670987865e-01 -6.099665810531829102e-01 -4.802866520849856102e-01 -3.516093729048556105e-01 -2.315160946327692870e-01 -1.277744620380585339e-01 -4.760939749509737751e-02 3.080351155756431460e-03 2.042629524752702375e-02 3.080351718992459589e-03 -4.760939795754812881e-02 -1.277744620152842514e-01 -2.315160938307182226e-01 -3.516093735394424380e-01 -4.802866516500076122e-01 -6.099665805231769822e-01 -7.338256236269141697e-01 -8.461551433129558264e-01 -9.424945240623979759e-01 -1.019568103759999955e+00 -1.075076898173019879e+00 -1.107405154931445423e+00 -1.115301033308938594e+00 -1.097583906853694335e+00 -1.052921744375298951e+00 -9.797126146413442926e-01 -8.760958075307532233e-01 -7.401094864417954167e-01 -5.700026574591625650e-01 -3.646971864871824121e-01 -1.243782317476235799e-01 1.488335740980895605e-01 4.502081416616330323e-01 7.718490159880977419e-01 1.102407172993832507e+00 1.427233267845774423e+00 1.729108805902338730e+00 1.989610354957219940e+00 2.191016125744538190e+00 2.318490747827837151e+00
1.925459012278810889e+00 1.887081450646130198e+00 1.774965794441034417e+00 1.597709451806506920e+00 1.368240236839953106e+00 1.102064668137822112e+00 8.153911133881194262e-01 5.234726409458949625e-01 2.394000633893700880e-01 -2.656729642277100983e-02 -2.671684449560509100e-01 -4.779174595846623630e-01 -6.566310048617205464e-01 -8.028401818270517465e-01 -9.171937756202438452e-01 -1.000928420304461497e+00 -1.055452630609754250e+00 -1.082069409873916088e+00 -1.081845890489413264e+00 -1.055626528802816377e+00 -1.004176524593994424e+00 -9.284327905161260386e-01 -8.298295078248438816e-01 -7.106538995467672759e-01 -5.743759637909033877e-01 -4.258860559173530125e-01 -2.715704407847839286e-01 -1.191629807083126880e-01 2.266418400840462810e-02 1.449648324857103210e-01 2.393747665946940328e-01 2.990392240912111421e-01 3.194515240415793378e-01 2.990392241682175989e-01 2.393747666608346258e-01 1.449648326196951165e-01 2.266418422444070602e-02 -1.191629805374878198e-01 -2.715704405228172580e-01 -4.258860556236021555e-01 -5.743759635060460278e-01 -7.106538992261014487e-01 -8.298295074112178593e-01 -9.284327901867562849e-01 -1.004176524135177662e+00 -1.055626528336761405e+00 -1.081845890001226440e+00 -1.082069409350990608e+00 -1.055452629940699216e+00 -1.000928419751178300e+00 -9.171937748534007007e-01 -8.028401810757385126e-01 -6.566310040473757326e-01 -4.779174587487919346e-01 -2.671684439106266074e-01 -2.656729562476661463e-02 2.394000644990406657e-01 5.234726418797702729e-01 8.153911143323884225e-01 1.102064668917700940e+00 1.368240237896178213e+00 1.597709451917519896e+00 1.774965795420714310e+00 1.887081450505498692e+00
1.484847903210581022e+00 1.451631256317770902e+00 1.354563021352844787e+00 1.201010915504624688e+00 1.002085882834967689e+00 7.711729782685663448e-01 5.223439436584973450e-01 2.689386668400240432e-01 2.251336511861802905e-02 -2.077618197191125338e-01 -4.152756472211530103e-01 -5.958062925167019186e-01 -7.471255556231933825e-01 -8.684910904969970202e-01 -9.601220684610083378e-01 -1.022728804140640824e+00 -1.057143148253105291e+00 -1.064077039424251581e+00 -1.044021728889741540e+00 -9.972885167070532075e-01 -9.241816656476354863e-01 -8.252838608839667689e-01 -7.018227179531588700e-01 -5.560729818937280022e-01 -3.917338107100289957e-01 -2.142065940611080077e-01 -3.069116348477232692e-02 1.499757879184555609e-01 3.177898691142203025e-01 4.623552220384430367e-01 5.738981244922182201e-01 6.443757211947481744e-01 6.684857712498829541e-01 6.443757215064093158e-01 5.738981243981170488e-01 4.623552222107605858e-01 3.177898696814673851e-01 1.499757878692808688e-01 -3.069116302416884795e-02 -2.142065935445402747e-01 -3.917338104884773853e-01 -5.560729815706043633e-01 -7.018227170981615748e-01 -8.252838609337116438e-01 -9.241816649028631314e-01 -9.972885161549190913e-01 -1.044021728485662992e+00 -1.064077039039043049e+00 -1.057143147064205202e+00 -1.022728804264807057e+00 -9.601220672848652660e-01 -8.684910898421888126e-01 -7.471255549327472378e-01 -5.958062920082534131e-01 -4.152756454149741927e-01 -2.077618201605152815e-01 2.251336702262526218e-02 2.689386674085951778e-01 5.223439444652205887e-01 7.711729783745296940e-01 1.002085885851606406e+00 1.201010912018749321e+00 1.354563026176677232e+00 1.451631253578804737e+00
1.060626188621508259e+00 1.032218665668297897e+00 9.491862300756133131e-01 8.177880497045294517e-01 6.474913563379055548e-01 4.497511578824645584e-01 2.366811798973973979e-01 1.985189059722394789e-02 -1.906159296464570996e-01 -3.865857222132749182e-01 -5.620756305516907414e-01 -7.131314656131172436e-01 -8.374962191845567450e-01 -9.341732991202480463e-01 -1.002967813290607024e+00 -1.044071380951081318e+00 -1.057736670868859585e+00 -1.044071379522553578e+00 -1.002967814520372647e+00 -9.341732985319178839e-01 -8.374962178790007483e-01 -7.131314659178009663e-01 -5.620756306575954708e-01 -3.865857191841990947e-01 -1.906159314499077106e-01 1.985189256767269997e-02 2.366811813718026625e-01 4.497511585013576618e-01 6.474913547505090072e-01 8.177880576787373013e-01 9.491862213595282372e-01 1.032218675521499041e+00 1.060626185488260598e+00 1.032218674817329873e+00 9.491862223357803163e-01 8.177880580551971645e-01 6.474913540616639152e-01 4.497511600822505229e-01 2.366811814191282781e-01 1.985189255582201634e-02 -1.906159303677744110e-01 -3.865857183635164063e-01 -5.620756315368242717e-01 -7.131314637057385442e-01 -8.374962182402447830e-01 -9.341732981681096781e-01 -1.002967813548663267e+00 -1.044071378375810877e+00 -1.057736672258244637e+00 -1.044071377801482070e+00 -1.002967814303135752e+00 -9.341732982186006229e-01 -8.374962181999925370e-01 -7.131314638619253854e-01 -5.620756329686295016e-01 -3.865857170276398858e-01 -1.906159322392836364e-01 1.985189239682170342e-02 2.366811807765098197e-01 4.497511607733912231e-01 6.474913491236968799e-01 8.177880636123876501e-01 9.491862155666137557e-01 1.032218675636113803e+00
6.684857721493604465e-01 6.443757252396768997e-01 5.738981141681043230e-01 4.623552301809171206e-01 3.177898623916951548e-01 1.499757887205193096e-01 -3.069116440340170088e-02 -2.142065942948816470e-01 -3.917338140080252051e-01 -5.560729793891452388e-01 -7.018227211228246221e-01 -8.252838607397899873e-01 -9.241816659778246956e-01 -9.972885169944722961e-01 -1.044021730638080125e+00 -1.064077037618779142e+00 -1.057143150016170763e+00 -1.022728803885722737e+00 -9.601220679417931114e-01 -8.684910905541757264e-01 -7.471255562677900919e-01 -5.958062906001820869e-01 -4.152756478985212829e-01 -2.077618192966810551e-01 2.251336681618382185e-02 2.689386668699599303e-01 5.223439439477326474e-01 7.711729806187989089e-01 1.002085883086605955e+00 1.201010914895348280e+00 1.354563026589971075e+00 1.451631252084588652e+00 1.484847908257334925e+00 1.451631253263739874e+00 1.354563025829484291e+00 1.201010915136754731e+00 1.002085884896792178e+00 7.711729796210311516e-01 5.223439450472378009e-01 2.689386681178446703e-01 2.251336667690819263e-02 -2.077618190727643643e-01 -4.152756454609887737e-01 -5.958062921802068646e-01 -7.471255545041491919e-01 -8.684910897228028670e-01 -9.601220678948946263e-01 -1.022728804035198502e+00 -1.057143146839263581e+00 -1.064077040293759158e+00 -1.044021727851820236e+00 -9.972885166268540269e-01 -9.241816656664357810e-01 -8.252838613506298104e-01 -7.018227162751012882e-01 -5.560729843853030596e-01 -3.917338088976107802e-01 -2.142065949148959647e-01 -3.069116393632947623e-02 1.499757864641853011e-01 3.177898730414769335e-01 4.623552131352758332e-01 5.738981337444869490e-01 6.443757126499538579e-01
